MANDT,BILLINGDOCUMENTTYPE,LANGUAGE,BILLINGDOCUMENTTYPENAME
102,LGS,G,Ακύρ.Λίστ.Πιστ.Σημ.
102,LGS,H,Jóváíráslista stornózása
102,LGS,I,Storno lista accred.
102,LGS,J,クレジットメモ一覧取消
102,LGS,K,Ann. kreditnotaliste
102,LGS,L,Stor.l. fak.kor.min.
102,LGS,M,取消貸項通知單清單
102,LGS,N,Storno cred.nota-lst
102,LGS,O,Annuller kreditnotaliste
102,LGS,P,Estorno Listas NCréd
102,LGS,Q,Zrušiť zoznam dobr.
102,LGS,R,Сторно спис. кредитовых авизо
102,LGS,S,Anul.lista de abonos
102,LGS,T,Alc.dkn.lst.ters kyt
102,LGS,U,Per. hyv.laskuluett.
102,LGS,V,Annullera kreditnotlista
102,LGS,W,Отказ списък кредитни известия
102,LGS,X,Anul.kred.sąsk.sąr.
102,LGS,Y,Atcelt kredīta avizo sarakstu
102,LGS,c,Anul.llst.abonaments
102,LGS,d,Otkaži listu odobr.
102,LGS,묩,क्रे.मे.सूची रद्द क.
102,LGS,뱋,Кред.авиз.тіз.болд.
102,LGS,쁩,Hủy ds.giấybáocó
102,LR,1,发票清单
102,LR,2,รายการใบกำกับสินค้า
102,LR,3,송장 리스트
102,LR,4,Listă de facturi
102,LR,5,Seznam računov
102,LR,6,Lista faktura
102,LR,7,Senarai Invois
102,LR,8,Сп.рах.-фак.
102,LR,9,Arvete loend
102,LR,A,قائمة الفواتير
102,LR,B,רשימת חשבוניות
102,LR,C,Seznam faktur
102,LR,D,Rechnungsliste
102,LR,E,Invoice List
102,LR,F,Liste de factures
102,LR,G,Λίστα τιμολογίων
102,LR,H,Számlalista
102,LR,I,Lista fatture
102,LR,J,請求書一覧
102,LR,K,Fakturaliste
102,LR,L,Lista faktur
102,LR,M,發票清單
102,LR,N,Factuurlijst
102,LR,O,Fakturaliste
102,LR,P,Lista de faturas
102,LR,Q,Zoznam faktúr
102,LR,R,Список счетов
102,LR,S,Lista de facturas
102,LR,T,Fatura listesi
102,LR,U,Laskuluettelo
102,LR,V,Fakturalista
102,LR,W,Списък фактури
102,LR,X,Sąskaitų sąrašas
102,LR,Y,Rēķinu saraksts
102,LR,c,Llista factures
102,LR,d,Lista faktura
102,LR,묩,इनवॉइस सूची
102,LR,뱋,Шоттар тізімі
102,LR,쁩,Danh sách Hóa đơn
102,LRS,1,发票清单取消
102,LRS,2,การยกเลิกรายการใบแจ้งหนี้
102,LRS,3,송장 리스트 취소
102,LRS,4,Anulare listă de facturi
102,LRS,5,Stornno seznama računov
102,LRS,6,Storniraj listu faktura
102,LRS,7,Pembatalan Senarai Invois
102,LRS,8,Скасування списку рахунків-фактур
102,LRS,9,Arveloendi tühistamine
102,LRS,A,إلغاء قائمة الفواتير
102,LRS,B,ביטול רשימת חשבוניות
102,LRS,C,Storno seznamu faktur
102,LRS,D,Storno Rechnungsliste
102,LRS,E,Invoice List Cancellation
102,LRS,F,Annulation de la liste de factures
102,LRS,G,Ακύρωση Λίστας Τιμολογίου
102,LRS,H,Számlalista stornózása
102,LRS,I,Storno lista fatture
102,LRS,J,請求書一覧取消
102,LRS,K,Annullering af fakturaliste
102,LRS,L,Storno listy faktur
102,LRS,M,發票清單取消
102,LRS,N,Storno factuurlijst
102,LRS,O,Annullering av fakturaliste
102,LRS,P,Estorno de lista de faturas
102,LRS,Q,Storno zoznamu faktúr
102,LRS,R,Сторно списка счетов
102,LRS,S,Cancelación de lista de factura
102,LRS,T,Fatura listesi iptali
102,LRS,U,Laskuluettelon peruutus
102,LRS,V,Annullering av fakturalista
102,LRS,W,Сторниране списък фактуру
102,LRS,X,Sąskaitų sąrašo atšaukimas
102,LRS,Y,Faktūrrēķinu saraksta atcelšana
102,LRS,c,Anul.llista factures
102,LRS,d,Storniranje liste faktura
102,LRS,묩,इनवॉइस सूची रद्दकरें
102,LRS,뱋,Шот-факт.тіз.болд.
102,LRS,쁩,Hủy danh sách hóa đơn
102,RE,1,退货货记
102,RE,2,ใบลดหนี้ของการส่งคืน
102,RE,3,반품의 대변
102,RE,4,Credit pt.retururi
102,RE,5,Kredit za vračila
102,RE,6,Odobr. za povrate
102,RE,7,Kredit utk Pulangan
102,RE,8,Кредит для повернен.
102,RE,9,Tagastuste kreedit
102,RE,A,دائن للمرتجعات
102,RE,B,אשראי להחלפות
102,RE,C,Dobropis vrác.dod.
102,RE,D,Retourengutschrift
102,RE,E,Credit for Returns
102,RE,F,Avoir pour retours
102,RE,G,Πίστωση για Επιστρ.
102,RE,H,Visszáru-jóváírás
102,RE,I,Nota cred.per resi
102,RE,J,返品クレジット
102,RE,K,KredNota returvarer
102,RE,L,Fak.k.min za zwroty
102,RE,M,退貨通知單
102,RE,N,Retourencreditnota
102,RE,O,Returkreditnota
102,RE,P,Crédito devolução
102,RE,Q,Dobropis vrát.dod.
102,RE,R,Кредитов. возврата
102,RE,S,Abono p.devoluciones
102,RE,T,İade alacak dekontu
102,RE,U,Palautushyvityslasku
102,RE,V,Kreditnota returer
102,RE,W,Кредит. на върн. ст.
102,RE,X,Grąžinimų kreditas
102,RE,Y,Kredīts atgriešanai
102,RE,c,Abon.devolucions
102,RE,d,Odobrenje za vrać.
102,RE,묩,वापसी हेतु क्रेडिट
102,RE,뱋,Қайтар.арн.кредит
102,RE,쁩,T.dụng chohoànlại
102,S1,1,发票作废
102,S1,2,การยกเลิกใบแจ้งหนี้
102,S1,3,송장 취소
102,S1,4,Stornare factură
102,S1,5,Storno računa
102,S1,6,Storniranje fakture
102,S1,7,Pembatalan Invois
102,S1,8,Скасування рахунка-фактури
102,S1,9,Arve tühistamine
102,S1,A,إلغاء الفاتورة
102,S1,B,ביטול חשבונית
102,S1,C,Storno faktury
102,S1,D,Storno Rechnung
102,S1,E,Invoice Cancellation
102,S1,F,Annulation de facture
102,S1,G,Ακύρωση Τιμολογίου
102,S1,H,Számlastornó
102,S1,I,Storno fattura
102,S1,J,請求書取消
102,S1,K,Fakturaannullering
102,S1,L,Storno faktury
102,S1,M,發票取消
102,S1,N,Factuurstorno
102,S1,O,Fakturaannullering
102,S1,P,Estorno de fatura
102,S1,Q,Storno faktúry
102,S1,R,Сторно счета
102,S1,S,Cancelación de facturas
102,S1,T,Fatura iptali
102,S1,U,Laskun peruutus
102,S1,V,Fakturaannullering
102,S1,W,Сторно на фактура
102,S1,X,Sąskaitos anuliavimas
102,S1,Y,Faktūrrēķina atcelšana
102,S1,c,Cancel·lació de factures
102,S1,d,Storniranje fakture
102,S1,묩,इनवॉइस रद्द करें
102,S1,뱋,Шотты болдырмау
102,S1,쁩,Hủy hóa đơn
102,S2,1,贷项凭证取消
102,S2,2,การยกเลิกใบลดหนี้
102,S2,3,대변 메모 취소
102,S2,4,Anulare credit memo
102,S2,5,Storno dobropisa
102,S2,6,Storniranje odobrenja
102,S2,7,Pembatalan Memo Kredit
102,S2,8,Скасування кредитового авізо
102,S2,9,Kreeditarve tühistamine
102,S2,A,إلغاء مذكرة دائنة
102,S2,B,ביטול של הודעת זיכוי
102,S2,C,Storno dobropisu
102,S2,D,Storno Gutschrift
102,S2,E,Credit Memo Cancellation
102,S2,F,Annulation d'avoir
102,S2,G,Ακύρωση Πιστ.Σημειώματος
102,S2,H,Jóváírás stornózása
102,S2,I,Storno nota di credito
102,S2,J,クレジットメモ取消
102,S2,K,Annullering af kreditnota
102,S2,L,Storno faktury korygującej minus
102,S2,M,貸項通知單取消
102,S2,N,Storno creditnota
102,S2,O,Annullering av kreditnota
102,S2,P,Estorno de nota de crédito
102,S2,Q,Storno dobropisu
102,S2,R,Сторно кредитового авизо
102,S2,S,Cancelación de nota de abono
102,S2,T,Alacak dekontu iptali
102,S2,U,Hyvityksen peruutus
102,S2,V,Annullering av kreditnota
102,S2,W,Сторниране кредитно авизо
102,S2,X,Kreditinės sąskaitos atšaukimas
102,S2,Y,Kredītrēķina atcelšana
102,S2,c,Cancel·lació de nota d'abonament
102,S2,d,Storniranje odobrenja
102,S2,묩,क्रेडिट मेमो रद्द करें
102,S2,뱋,Кред.авиз.болдырмау
102,S2,쁩,Hủy giấy ghi có
102,S3,1,取消发票
102,S3,2,ยกเลิกใบแจ้งหนี้
102,S3,3,송장 취소
102,S3,4,Stornare factură
102,S3,5,Preklic računa
102,S3,6,Storniraj fakturu
102,S3,7,Batal Invois
102,S3,8,Скасувати рахунок-фактуру
102,S3,9,Tühista arve
102,S3,A,إلغاء الفاتورة
102,S3,B,ביטול חשבונית
102,S3,C,Storno faktury
102,S3,D,Rechn. storn.
102,S3,E,Cancel Invoice
102,S3,F,Annuler facture
102,S3,G,Ακύρωση Τιμολογίου
102,S3,H,Számla stornózása
102,S3,I,Stornare fattura
102,S3,J,請求書取消
102,S3,K,Annuller faktura
102,S3,L,Stornowanie faktury
102,S3,M,取消發票
102,S3,N,Factuur storneren
102,S3,O,Annuller faktura
102,S3,P,Estornar fatura
102,S3,Q,Stornovanie faktúry
102,S3,R,Сторнировать счет-фактуру
102,S3,S,Cancelar factura
102,S3,T,Faturayı iptal et
102,S3,U,Peruuta lasku
102,S3,V,Annullera faktura
102,S3,W,Сторниране на фактура
102,S3,X,Atšaukti sąskaitą
102,S3,Y,Atcelt faktūrrēķinu
102,S3,c,Anul·lar la factura
102,S3,d,Storniraj fakturu
102,S3,묩,इनवॉइस रद्द करें
102,S3,뱋,Шотты болдырмау
102,S3,쁩,Hủy hóa đơn
102,SHR,1,取消培训管理
102,SHR,2,Cancel Training Adm
102,SHR,3,교육관리취소
102,SHR,4,Anulare seminar
102,SHR,5,Storno upr.seminar.
102,SHR,6,Otkaži administraciju obuke
102,SHR,7,Batal Pgrsn Latihan
102,SHR,8,Сторно керув.семін.
102,SHR,9,Tühista koolit. hald
102,SHR,A,إلغاء إدارة التدريب
102,SHR,B,ביטול אדמינסט. הכשרה
102,SHR,C,Storno admin.semin.
102,SHR,D,Storno Seminarverw.
102,SHR,E,Cancel Training Adm
102,SHR,F,Annulation admin. formation
102,SHR,G,Ακύρ.Διεύθ.Εκπαίδ.
102,SHR,H,Oktatási admin. storn.
102,SHR,I,Storno gest.corsi
102,SHR,J,研修管理取消
102,SHR,K,Annul. seminaradm.
102,SHR,L,Storno - wyk. szkol.
102,SHR,M,取消訓練管理
102,SHR,N,Storno seminaradm.f.
102,SHR,O,TilbFør. - kursadm.
102,SHR,P,Estorno adm.curso
102,SHR,Q,Storno admin.semin.
102,SHR,R,СторноУправлСеминар
102,SHR,S,Anul.gest.seminario
102,SHR,T,Ters kayıt (eğitim)
102,SHR,U,Peruuta seminaarih.
102,SHR,V,Annull. kurs
102,SHR,W,ОтказНаАдмОбучение
102,SHR,X,Kval.kėlimo adm. an.
102,SHR,Y,Atcelt apmācību administrēšanu
102,SHR,c,Anul·l.gestió curs
102,SHR,d,Otkaži admin.obuke
102,SHR,묩,प्रशि.व्य. रद्द करें
102,SHR,뱋,Оқыт.әкімш.болдырм.
102,SHR,쁩,Hủy qlýhuấnluyện
102,SV,1,取消现金订单
102,SV,2,ยกเลิกการขายเงินสด
102,SV,3,현금판매취소
102,SV,4,Anul.vânz.în numerar
102,SV,5,Storno got.prod.
102,SV,6,Otkaži gotov. prod.
102,SV,7,Batal Jualan Tunai
102,SV,8,Сторно/продаж готів.
102,SV,9,Tühista sularahamüük
102,SV,A,إلغاء البيع النقدي
102,SV,B,ביטול מכירה במזומן
102,SV,C,Storno-ProdZaHot
102,SV,D,Storno Barverkauf
102,SV,E,Cancel Cash Sale
102,SV,F,Annulat.Vte comptant
102,SV,G,Ακύρ.Πώλησ.τοις μετρ
102,SV,H,Kp. értékesítés storn.
102,SV,I,Storno vnd. contanti
102,SV,J,現金販売取消
102,SV,K,Annul. kontantsalg
102,SV,L,Storno sprz. gotówk.
102,SV,M,取消現金銷售
102,SV,N,Storno cont.verkoop
102,SV,O,Tilb.før. kont.salg
102,SV,P,Estorn.venda à vista
102,SV,Q,Storno PredajaZaHot
102,SV,R,Сторно/ПродажаНаличн
102,SV,S,Anul.venta contado
102,SV,T,Ters kyt(nakit stş.)
102,SV,U,Peruuta käteismyynti
102,SV,V,Anull. kont.förs.
102,SV,W,Сторн. на ПродБрой
102,SV,X,Pardavimo gryn.p.an.
102,SV,Y,Atcelt pārdošanu par skaidru naudu
102,SV,c,AnulCompravdaComptat
102,SV,d,Otkaži gotov.prodaju
102,SV,묩,नकद विक्रय रद्द करें
102,SV,뱋,ҚолмаҚолАқшСатБ
102,SV,쁩,Hủy bán tiền mặt
102,SVCB,1,客户管理服务确认开票凭证请求
102,SVCB,2,Cust. Mgmt Service Conf. BDR
102,SVCB,3,고객 관리 서비스 확인 BDR
102,SVCB,4,Fact.detaliată conf.serv.gest.clienţi
102,SVCB,5,Potrd.stor.upravlj.str.pos.dokaz.računa
102,SVCB,6,Upravljanje kupcima-potvrda usluge BDR
102,SVCB,7,Konfigurasi Perkhidmatan Pgrsn Plgn BDR
102,SVCB,8,Керув.клієн.: BDR підтвердження послуги
102,SVCB,9,Kliendihalduse teenuse kinnitus - BDR
102,SVCB,A,طلب مستند فوترة لتأكيد خدمة إدارة عملاء
102,SVCB,B,BDR לאישור שירות ניהול לקוחות
102,SVCB,C,Mgmt zákaz.-zpět.hláš.serv. - BDR
102,SVCB,D,Kundenmanagement Service-Konf. BDR
102,SVCB,E,Cust. Mgmt Service Conf. BDR
102,SVCB,F,Gestion clients - Confirm. service DDF
102,SVCB,G,Επιβεβ.Υπηρεσ.Διαχείρ.Πελατών BDR
102,SVCB,H,Vevőkezelés - szolg. visszajel. BDR
102,SVCB,I,Conf. serv. gestione clienti RDFE
102,SVCB,J,得意先管理サービス確認 BDR
102,SVCB,K,Kundestyring servicekonfig. FDR
102,SVCB,L,Zarządz. kl. - potwierdzenie usługi BDR
102,SVCB,M,客戶管理服務確認請款文件請求
102,SVCB,N,Aangep. beh.service.conf. BDR
102,SVCB,O,Kundeadmin. servicekonfig. ekstern FA
102,SVCB,P,Conf.serv.gerenc.clnts.SolicDocFatmto.
102,SVCB,Q,Správa odberat.-konfig.služby BDR
102,SVCB,R,Управ. кл. - подтв. серв. запроса факт.
102,SVCB,S,Conf.servicio gest.clien.BDR
102,SVCB,T,Müşteri yönetimi servis teyidi BDR
102,SVCB,U,Asiakashall. palvelun vahv. laskupyyntö
102,SVCB,V,Kundhantering servicekonfig. BDR
102,SVCB,W,BDR - потв.услуга - управление клиенти
102,SVCB,X,Kliento valdymo paslaugos patvirtin. BDR
102,SVCB,Y,Klientu pārvald. pakalpoj. konf. BRD
102,SVCB,c,Conf.servei gest.clients BDR
102,SVCB,d,Upravljanje kupcima-potvrda usluge BDR
102,SVCB,묩,ग्राहक प्रबंधन सेवा पुष्टिकरण BDR
102,SVCB,뱋,Кл. басқ.: қызм. растау - факт. сұрауы
102,SVCB,쁩,Cấu hình dịch vụ q.lý kh.hàng BDR
102,SVOB,1,客户管理服务订单开票凭证请求
102,SVOB,2,Cust. Mgmt Service Order BDR
102,SVOB,3,고객 관리 서비스 오더 BDR
102,SVOB,4,Fact.detaliată cdă serv.gest.clienţi
102,SVOB,5,Stor.nalog upravlj.str.pos.dokaz.računa
102,SVOB,6,Uprav. kupcima-nalog za uslugu BDR
102,SVOB,7,Pesanan Pkhdmtn Pengurusan Pelanggan BDR
102,SVOB,8,Керув.клієн.: BDR серв.зам.
102,SVOB,9,Kliendihalduse teenusetellimus - BDR
102,SVOB,A,طلب مستند فوترة لأمر خدمة إدارة العملاء
102,SVOB,B,BDR להזמנת שירות ניהול לקוחות
102,SVOB,C,Mgmt zákazníků - servis.zákazka BDR
102,SVOB,D,Kundenmanagement Serviceauftrag BDR
102,SVOB,E,Cust. Mgmt Service Order BDR
102,SVOB,F,Gestion clients - Ordre de service DDF
102,SVOB,G,Εντολή Υπηρεσ.Διαχείρ.Πελατών BDR
102,SVOB,H,Vevőkezelés - szolg.rendelés BDR
102,SVOB,I,Ordine serv. gestione clienti RDFE
102,SVOB,J,得意先管理サービスオーダ BDR
102,SVOB,K,Kundestyring serviceordre FDR
102,SVOB,L,Zarządz. kl. - zlecenie serw. BDR
102,SVOB,M,客戶管理服務單請款文件請求
102,SVOB,N,Aangepaste beheerserviceorder BDR
102,SVOB,O,Kundeadmin. serviceordre ekstern FA
102,SVOB,P,Ordem serv.gerenc.clnts.SolicDocFatmto.
102,SVOB,Q,Správa odberat.- servis.zákazka BDR
102,SVOB,R,Управ. кл. - серв. заказ - запрос факт.
102,SVOB,S,Orden servicio gest.clien.BDR
102,SVOB,T,Müşteri yönetimi servis siparişi BDR
102,SVOB,U,Asiakashall. palvelun til. laskupyyntö
102,SVOB,V,Kundhantering serviceorder BDR
102,SVOB,W,BDR - поръчка услуга - управл.клиенти
102,SVOB,X,Kliento valdymo paslaugos patvirtin. BDR
102,SVOB,Y,Klientu pārvald. pakalpoj. pasūt. BRD
102,SVOB,c,Ordre servei gest.clients BDR
102,SVOB,d,Upravljanje kupcima-nalog za uslugu BDR
102,SVOB,묩,ग्राहक प्रबंधन सेवा ऑर्डर BDR
102,SVOB,뱋,Кл. басқару.: қызм. тапс. - факт. сұрау.
102,SVOB,쁩,Đ.hàng dịch vụ q.lý khách hàng BDR
102,SVTB,1,客户管理服务确认
102,SVTB,2,การจัดการลูกค้า - การยืนยันบริการ
102,SVTB,3,고객 관리 서비스 확인
102,SVTB,4,Con.seviciu gestiune clienţi
102,SVTB,5,Upravljanje strank – pogodba o storitvi
102,SVTB,6,Upravljanje kupcima - ugovor o uslugama
102,SVTB,7,Kontrak Perkhidmatan Pengurusan Planggan
102,SVTB,8,Кер.клієнтами: дог.на над.послуг
102,SVTB,9,Kliendihalduse teenuseleping
102,SVTB,A,تأكيد خدمة إدارة العملاء
102,SVTB,B,חוזה שירות לניהול לקוחות
102,SVTB,C,Mgmt zák. - servisní smlouva
102,SVTB,D,Kundenmanagement Servicevertrag
102,SVTB,E,Cust. Mgmt Service Con
102,SVTB,F,Gestion clients - Confirmation service
102,SVTB,G,Υπηρεσία Διαχείρισης Πελατών
102,SVTB,H,Vevőkezelés szolg. visszaig.
102,SVTB,I,Contr. servizio gestione clienti
102,SVTB,J,得意先管理サービス確認
102,SVTB,K,Kundestyring servicekon.
102,SVTB,L,Zarządz. kl. - potw. usługi
102,SVTB,M,客戶管理服務確認
102,SVTB,N,Servicecontract klantbeheer
102,SVTB,O,Kundeadministrasjon servicekontrakt
102,SVTB,P,Contrato serviços gerenciamento clientes
102,SVTB,Q,Správa odberat.- spät.hlás.servisu
102,SVTB,R,Управл. кл. - сервисный договор
102,SVTB,S,Conf.servicio gest.clien.
102,SVTB,T,Mşt.Yönetimi Srv.Söz.
102,SVTB,U,Asiakashallinta - palvelusopimus
102,SVTB,V,Kundhantering serviceavtal
102,SVTB,W,Управление на клиенти - конфиг.на услуга
102,SVTB,X,Kliento valdymo paslaugos sutartis
102,SVTB,Y,Klientu pārvaldības pakalpojuma līgums
102,SVTB,c,Con.servei gestió clients
102,SVTB,d,UgovOUslUprKlij - zapis detalaj fakture
102,SVTB,묩,ग्राहक प्रबंधन सेवा संविदा BDR
102,SVTB,뱋,Кл. басқару: қызм.келіс. - факт. сұрауы
102,SVTB,쁩,Hợp đồng dịch vụ q.lý khách hàng
102,VLF2,E,
102,VLG2,1,VMS 退货贷项
102,VLG2,2,VMS เครดิตการคืน
102,VLG2,3,VMS 반품 대변
102,VLG2,4,VMS credit retururi
102,VLG2,5,VMS dobropis vračila
102,VLG2,6,VMS odobrenje povrata
102,VLG2,7,Kredit Pulangan VMS
102,VLG2,8,Повернення VMS: кредит
102,VLG2,9,VMS tag. kreeditarve
102,VLG2,A,نظام إدارة المركبات: مذكرة مرتجعات
102,VLG2,B,VMS זיכוי החזרים
102,VLG2,C,VMS Dobr.na vr.dod.
102,VLG2,D,VMS Retouren-GS
102,VLG2,E,VMS Returns Credit
102,VLG2,F,VMS AvoirSur Retours
102,VLG2,G,Πίστωση Επιστρ.VMS
102,VLG2,H,VMS visszáruk jóváírása
102,VLG2,I,VMS nota cred. resi
102,VLG2,J,VMS 返品クレジットメモ
102,VLG2,K,VMS returvarer-KN
102,VLG2,L,VMS: Fakt.kor.min.
102,VLG2,M,VMS 退貨貸項
102,VLG2,N,VMS CredNota retour.
102,VLG2,O,VMS - kreditnota for returer
102,VLG2,P,NC devolução VMS
102,VLG2,Q,VMS Dobr.na vr.dod.
102,VLG2,R,СУ ТС - КрдАвзВозврт
102,VLG2,S,VMS Abono devol.
102,VLG2,T,VMS iade alck.dknt.
102,VLG2,U,VMS palautusten hyv.
102,VLG2,V,VMS returer kredit
102,VLG2,W,VMS кредит за връщ.
102,VLG2,X,VMS grąžin. kreditą
102,VLG2,Y,VMS atgr.preču kred.
102,VLG2,c,VMS Crèdit de devolució
102,VLG2,d,VMS kredit vraćanja
102,VLG2,묩,VMS रिटर्न क्रेडिट
102,VLG2,뱋,VMS қайтарымдар: кредит
102,VLG2,쁩,VMS g.có hg.tr.lại
102,VLS1,E,
102,WIA,1,海外工厂
102,WIA,2,โรงงานในต่างประเทศ
102,WIA,3,해외 플랜트
102,WIA,4,Unităţi log. externe
102,WIA,5,Obrati v tujini
102,WIA,6,Pogoni u inozemstvu
102,WIA,7,Loji Luar Negara
102,WIA,8,Заводи за кордоном
102,WIA,9,Tegevusüksused välismaal
102,WIA,A,المصانع بالخارج
102,WIA,B,אתרים בחוץ לארץ
102,WIA,C,Závody v zahraničí
102,WIA,D,Werke im Ausland
102,WIA,E,Plants Abroad
102,WIA,F,Divisions étranger
102,WIA,G,Εγκαταστάσεις στο Εξωτερικό
102,WIA,H,Gyárak külföldön
102,WIA,I,Divisioni all'estero
102,WIA,J,海外プラント
102,WIA,K,Fabrikker i udlandet
102,WIA,L,Zakłady za granicą
102,WIA,M,國外工廠
102,WIA,N,Vest. in buitenland
102,WIA,O,Fabrikker i utlandet
102,WIA,P,Centros no exterior
102,WIA,Q,Závody v zahraničí
102,WIA,R,Заводы за границей
102,WIA,S,Centros extranjero
102,WIA,T,Yurtdışındaki ÜY
102,WIA,U,Ulkom. toimipisteet
102,WIA,V,Prod.enh. utomlands
102,WIA,W,Заводи зад граница
102,WIA,X,Užsienio gamyklos
102,WIA,Y,Saimniecības ārvalstīs
102,WIA,c,Centres a estranger
102,WIA,d,Pogoni u inostranst.
102,WIA,묩,विदेशी प्लांट
102,WIA,뱋,Шетел зауыттары
102,WIA,쁩,Nh.máy ở nc ngoài
102,YCI2,1,发票
102,YCI2,2,ใบกำกับสินค้า
102,YCI2,3,송장
102,YCI2,4,Factură
102,YCI2,5,Račun
102,YCI2,6,Faktura
102,YCI2,7,Invois
102,YCI2,8,Рахунок-фактура
102,YCI2,9,Arve
102,YCI2,A,الفاتورة
102,YCI2,B,חשבונית
102,YCI2,C,Faktura
102,YCI2,D,Rechnung
102,YCI2,E,MH_Consignment Issue Invoice
102,YCI2,F,Facture
102,YCI2,G,Τιμολόγιο
102,YCI2,H,Számla
102,YCI2,I,Fattura
102,YCI2,J,請求書
102,YCI2,K,Faktura
102,YCI2,L,Faktura
102,YCI2,M,發票
102,YCI2,N,Factuur
102,YCI2,O,Faktura
102,YCI2,P,Fatura
102,YCI2,Q,Faktúra
102,YCI2,R,Счет
102,YCI2,S,Factura
102,YCI2,T,Fatura
102,YCI2,U,Lasku
102,YCI2,V,Faktura
102,YCI2,W,Фактура
102,YCI2,X,Sąskaita
102,YCI2,Y,Faktūrrēķins
102,YCI2,c,Factura
102,YCI2,d,Faktura
102,YCI2,묩,इनवॉइस
102,YCI2,뱋,Шот-фактура
102,YCI2,쁩,Hóa đơn
102,YCRE,1,退货贷项凭证
102,YCRE,2,ใบลดหนี้ของการส่งคืน
102,YCRE,3,대변 메모(반품)
102,YCRE,4,Credit memo pt.retururi
102,YCRE,5,Dobropis vračila
102,YCRE,6,Odobrenje za povrate
102,YCRE,7,Memo Kredit untuk Pulangan
102,YCRE,8,Кредитове авізо для повернень
102,YCRE,9,Tagastuste kreeditarve
102,YCRE,A,مذكرة دائن للمرتجعات
102,YCRE,B,הודעת זיכוי עבור החזרות
102,YCRE,C,Dobropis pro vrácené dodávky
102,YCRE,D,Retourengutschrift
102,YCRE,E,MH_Credit for Returns
102,YCRE,F,Avoir pour retours
102,YCRE,G,Πιστωτικό Σημείωμα για Επιστροφές
102,YCRE,H,Visszáru-jóváírás
102,YCRE,I,Nota di credito per resi
102,YCRE,J,返品用クレジットメモ
102,YCRE,K,Kreditnota for returvarer
102,YCRE,L,Faktura korygująca minus za zwroty
102,YCRE,M,退貨貸項通知單
102,YCRE,N,Retourencreditnota
102,YCRE,O,Kreditnota for returer
102,YCRE,P,Nota de crédito para devoluções
102,YCRE,Q,Dobropis za vrátenú dodávku
102,YCRE,R,Кредит. авизо для возвратов
102,YCRE,S,Abono para devoluciones
102,YCRE,T,İadeler için alacak dekontu
102,YCRE,U,Palautusten hyvitys
102,YCRE,V,Kreditnota för returer
102,YCRE,W,Кредит. авизо за върн. ст.
102,YCRE,X,Grąžinimų kreditinė sąskaita
102,YCRE,Y,Kredītrēķini atgrieztajām precēm
102,YCRE,c,Abonament per a devolucions
102,YCRE,d,Odobrenje za vraćanja
102,YCRE,묩,वापसी हेतु क्रेडिट मेमो
102,YCRE,뱋,Қайтарымдарға арналған кредиттік авизо
102,YCRE,쁩,Giấy ghi có cho trả hàng
102,YDDF,1,发票
102,YDDF,2,ใบกำกับสินค้า
102,YDDF,3,송장
102,YDDF,4,Factură
102,YDDF,5,Račun
102,YDDF,6,Faktura
102,YDDF,7,Invois
102,YDDF,8,Рахунок-фактура
102,YDDF,9,Arve
102,YDDF,A,الفاتورة
102,YDDF,B,חשבונית
102,YDDF,C,Faktura
102,YDDF,D,Rechnung
102,YDDF,E,MH_Dom W/ MB Inv
102,YDDF,F,Facture
102,YDDF,G,Τιμολόγιο
102,YDDF,H,Számla
102,YDDF,I,Fattura
102,YDDF,J,請求書
102,YDDF,K,Faktura
102,YDDF,L,Faktura
102,YDDF,M,發票
102,YDDF,N,Factuur
102,YDDF,O,Faktura
102,YDDF,P,Fatura
102,YDDF,Q,Faktúra
102,YDDF,R,Счет
102,YDDF,S,Factura
102,YDDF,T,Fatura
102,YDDF,U,Lasku
102,YDDF,V,Faktura
102,YDDF,W,Фактура
102,YDDF,X,Sąskaita
102,YDDF,Y,Faktūrrēķins
102,YDDF,c,Factura
102,YDDF,d,Faktura
102,YDDF,묩,इनवॉइस
102,YDDF,뱋,Шот-фактура
102,YDDF,쁩,Hóa đơn
102,YDF2,1,发票
102,YDF2,2,ใบกำกับสินค้า
102,YDF2,3,송장
102,YDF2,4,Factură
102,YDF2,5,Račun
102,YDF2,6,Faktura
102,YDF2,7,Invois
102,YDF2,8,Рахунок-фактура
102,YDF2,9,Arve
102,YDF2,A,الفاتورة
102,YDF2,B,חשבונית
102,YDF2,C,Faktura
102,YDF2,D,Rechnung
102,YDF2,E,MH_Domestic Invoice
102,YDF2,F,Facture
102,YDF2,G,Τιμολόγιο
102,YDF2,H,Számla
102,YDF2,I,Fattura
102,YDF2,J,請求書
102,YDF2,K,Faktura
102,YDF2,L,Faktura
102,YDF2,M,發票
102,YDF2,N,Factuur
102,YDF2,O,Faktura
102,YDF2,P,Fatura
102,YDF2,Q,Faktúra
102,YDF2,R,Счет
102,YDF2,S,Factura
102,YDF2,T,Fatura
102,YDF2,U,Lasku
102,YDF2,V,Faktura
102,YDF2,W,Фактура
102,YDF2,X,Sąskaita
102,YDF2,Y,Faktūrrēķins
102,YDF2,c,Factura
102,YDF2,d,Faktura
102,YDF2,묩,इनवॉइस
102,YDF2,뱋,Шот-фактура
102,YDF2,쁩,Hóa đơn
102,YEDF,1,发票
102,YEDF,2,ใบกำกับสินค้า
